operon,number,start,end,gene,strand,direction,strain,CDS_identifier,hamburger_CDS_identifier
NC_008463_i1,11,14620,14943,Non-model,reverse,-1,NC_008463_i1,MOHBNKMA_00019,NC_008463_i1_19
NC_008463_i1,12,14954,15361,TssE,reverse,-1,NC_008463_i1,MOHBNKMA_00020,NC_008463_i1_20
NC_008463_i1,13,15374,16849,TssC,reverse,-1,NC_008463_i1,MOHBNKMA_00021,NC_008463_i1_21
NC_008463_i1,14,16877,17383,TssB,reverse,-1,NC_008463_i1,MOHBNKMA_00022,NC_008463_i1_22
NC_008463_i1,15,17419,18975,TssA,reverse,-1,NC_008463_i1,MOHBNKMA_00023,NC_008463_i1_23
NC_008463_i1,16,19673,20191,TssD,forward,1,NC_008463_i1,MOHBNKMA_00024,NC_008463_i1_24
NC_008463_i1,17,20387,22429,TssI,forward,1,NC_008463_i1,MOHBNKMA_00025,NC_008463_i1_25
NC_008463_i3,1,1,3534,TssM,reverse,-1,NC_008463_i3,JENKJHCA_00006,NC_008463_i3_6
NC_008463_i3,2,3531,4880,TssL,reverse,-1,NC_008463_i3,JENKJHCA_00007,NC_008463_i3_7
NC_008463_i3,3,4887,6221,TssK,reverse,-1,NC_008463_i3,JENKJHCA_00008,NC_008463_i3_8
NC_008463_i3,4,6237,6701,TssJ,reverse,-1,NC_008463_i3,JENKJHCA_00009,NC_008463_i3_9
NC_008463_i3,5,6746,7288,Non-model,reverse,-1,NC_008463_i3,JENKJHCA_00010,NC_008463_i3_10
NC_008463_i3,6,7285,8244,Non-model,reverse,-1,NC_008463_i3,JENKJHCA_00011,NC_008463_i3_11
NC_008463_i3,7,8612,9646,TssA,forward,1,NC_008463_i3,JENKJHCA_00012,NC_008463_i3_12
NC_008463_i3,8,9735,10253,TssB,forward,1,NC_008463_i3,JENKJHCA_00013,NC_008463_i3_13
NC_008463_i3,9,10266,11762,TssC,forward,1,NC_008463_i3,JENKJHCA_00014,NC_008463_i3_14
NC_008463_i3,10,11838,12326,TssD,forward,1,NC_008463_i3,JENKJHCA_00015,NC_008463_i3_15
NC_008463_i3,11,12554,13339,Non-model,forward,1,NC_008463_i3,JENKJHCA_00016,NC_008463_i3_16
NC_008463_i3,12,13341,13850,TssE,forward,1,NC_008463_i3,JENKJHCA_00017,NC_008463_i3_17
NC_008463_i3,13,13847,15706,TssF,forward,1,NC_008463_i3,JENKJHCA_00018,NC_008463_i3_18
NC_008463_i3,14,15670,16716,TssG,forward,1,NC_008463_i3,JENKJHCA_00019,NC_008463_i3_19
NC_008463_i3,15,16709,19417,TssH,forward,1,NC_008463_i3,JENKJHCA_00020,NC_008463_i3_20
NC_008463_i3,16,19455,21395,TssI,forward,1,NC_008463_i3,JENKJHCA_00021,NC_008463_i3_21
NC_008463_i3,17,21510,21794,Non-model,reverse,-1,NC_008463_i3,JENKJHCA_00022,NC_008463_i3_22
NC_008463_i3,18,21807,22040,Non-model,reverse,-1,NC_008463_i3,JENKJHCA_00023,NC_008463_i3_23
NC_008463_i3,19,22030,23412,Non-model,reverse,-1,NC_008463_i3,JENKJHCA_00024,NC_008463_i3_24
NC_008463_i3,20,23428,23862,Non-model,reverse,-1,NC_008463_i3,JENKJHCA_00025,NC_008463_i3_25
NC_008463_i3,21,24116,26341,TssI,forward,1,NC_008463_i3,JENKJHCA_00026,NC_008463_i3_26
NC_008463_i4a,1,1,2007,TssI,reverse,-1,NC_008463_i4a,ABDJDMIF_00007,NC_008463_i4a_7
NC_008463_i4a,2,2044,3111,Non-model,reverse,-1,NC_008463_i4a,ABDJDMIF_00008,NC_008463_i4a_8
NC_008463_i4a,3,3150,3575,Non-model,reverse,-1,NC_008463_i4a,ABDJDMIF_00009,NC_008463_i4a_9
NC_008463_i4a,4,3757,6306,TssH,reverse,-1,NC_008463_i4a,ABDJDMIF_00010,NC_008463_i4a_10
NC_008463_i4a,5,6308,7324,TssG,reverse,-1,NC_008463_i4a,ABDJDMIF_00011,NC_008463_i4a_11
NC_008463_i4a,6,7288,9081,TssF,reverse,-1,NC_008463_i4a,ABDJDMIF_00012,NC_008463_i4a_12
NC_008463_i4a,7,9065,9490,TssE,reverse,-1,NC_008463_i4a,ABDJDMIF_00013,NC_008463_i4a_13
NC_008463_i4a,8,9503,10000,TssD,reverse,-1,NC_008463_i4a,ABDJDMIF_00014,NC_008463_i4a_14
NC_008463_i4a,9,10074,11558,TssC,reverse,-1,NC_008463_i4a,ABDJDMIF_00015,NC_008463_i4a_15
NC_008463_i4a,10,11581,12126,TssB,reverse,-1,NC_008463_i4a,ABDJDMIF_00016,NC_008463_i4a_16
NC_008463_i4a,11,12334,12810,Non-model,forward,1,NC_008463_i4a,ABDJDMIF_00017,NC_008463_i4a_17
NC_008463_i4a,12,12870,14201,TssK,forward,1,NC_008463_i4a,ABDJDMIF_00018,NC_008463_i4a_18
NC_008463_i4a,13,14219,14977,TssL,forward,1,NC_008463_i4a,ABDJDMIF_00019,NC_008463_i4a_19
NC_008463_i4a,14,14974,18789,TssM,forward,1,NC_008463_i4a,ABDJDMIF_00020,NC_008463_i4a_20
NC_008463_i4a,15,18786,19886,TssA,forward,1,NC_008463_i4a,ABDJDMIF_00021,NC_008463_i4a_21
NC_008570_i1,1,1,519,TssD,forward,1,NC_008570_i1,LKLINNAJ_00006,NC_008570_i1_5
NC_008570_i1,2,797,3028,TssI,forward,1,NC_008570_i1,LKLINNAJ_00007,NC_008570_i1_6
NC_008570_i1,3,3030,4349,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00008,NC_008570_i1_7
NC_008570_i1,4,4359,5348,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00009,NC_008570_i1_8
NC_008570_i1,5,5463,6008,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00010,NC_008570_i1_9
NC_008570_i1,6,6144,7517,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00011,NC_008570_i1_10
NC_008570_i1,7,8190,8693,TssB,forward,1,NC_008570_i1,LKLINNAJ_00012,NC_008570_i1_11
NC_008570_i1,8,8732,10210,TssC,forward,1,NC_008570_i1,LKLINNAJ_00013,NC_008570_i1_12
NC_008570_i1,9,10217,10648,TssE,forward,1,NC_008570_i1,LKLINNAJ_00014,NC_008570_i1_13
NC_008570_i1,10,10652,12418,TssF,forward,1,NC_008570_i1,LKLINNAJ_00015,NC_008570_i1_14
NC_008570_i1,11,12382,13380,TssG,forward,1,NC_008570_i1,LKLINNAJ_00016,NC_008570_i1_15
NC_008570_i1,12,13437,14687,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00017,NC_008570_i1_16
NC_008570_i1,13,14687,15202,TssJ,forward,1,NC_008570_i1,LKLINNAJ_00018,NC_008570_i1_17
NC_008570_i1,14,15205,16539,TssK,forward,1,NC_008570_i1,LKLINNAJ_00019,NC_008570_i1_18
NC_008570_i1,15,16562,17341,TssL,forward,1,NC_008570_i1,LKLINNAJ_00020,NC_008570_i1_19
NC_008570_i1,16,17362,20004,TssH,forward,1,NC_008570_i1,LKLINNAJ_00021,NC_008570_i1_20
NC_008570_i1,17,20007,21545,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00022,NC_008570_i1_21
NC_008570_i1,18,21545,22150,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00023,NC_008570_i1_22
NC_008570_i1,19,22159,23595,TssA,forward,1,NC_008570_i1,LKLINNAJ_00024,NC_008570_i1_23
NC_008570_i1,20,23637,27122,TssM,forward,1,NC_008570_i1,LKLINNAJ_00025,NC_008570_i1_24
NC_008570_i1,21,27169,28599,TssA,forward,1,NC_008570_i1,LKLINNAJ_00026,NC_008570_i1_25
NC_008570_i1,22,28857,29144,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00027,NC_008570_i1_26
NC_008570_i1,23,29155,31200,TssI,forward,1,NC_008570_i1,LKLINNAJ_00028,NC_008570_i1_27
NC_008570_i1,24,31235,33790,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00029,NC_008570_i1_28
NC_008570_i1,25,35267,35755,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00030,NC_008570_i1_29
NC_008570_i1,26,36842,37705,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00034,NC_008570_i1_30
NC_008570_i1,27,37813,38031,Non-model,reverse,-1,NC_008570_i1,LKLINNAJ_00035,NC_008570_i1_31
NC_008570_i1,28,38260,38577,Non-model,forward,1,NC_008570_i1,LKLINNAJ_00036,NC_008570_i1_32
NC_008570_i1,29,38637,40889,TssH,forward,1,NC_008570_i1,LKLINNAJ_00037,NC_008570_i1_33
NC_008702_i3,1,1,3573,TssM,reverse,-1,NC_008702_i3,FMNKNEJJ_00022,NC_008702_i3_22
NC_008702_i3,2,3605,4909,TssL,reverse,-1,NC_008702_i3,FMNKNEJJ_00023,NC_008702_i3_23
NC_008702_i3,3,4974,6308,TssK,reverse,-1,NC_008702_i3,FMNKNEJJ_00024,NC_008702_i3_24
NC_008702_i3,4,6357,6875,TssJ,reverse,-1,NC_008702_i3,FMNKNEJJ_00025,NC_008702_i3_25
NC_008702_i3,5,7144,8205,TssA,forward,1,NC_008702_i3,FMNKNEJJ_00026,NC_008702_i3_26
NC_008702_i3,6,8254,8763,TssB,forward,1,NC_008702_i3,FMNKNEJJ_00027,NC_008702_i3_27
NC_008702_i3,7,8815,10311,TssC,forward,1,NC_008702_i3,FMNKNEJJ_00028,NC_008702_i3_28
NC_008702_i3,8,10440,10928,TssD,forward,1,NC_008702_i3,FMNKNEJJ_00029,NC_008702_i3_29
NC_008702_i3,9,11123,11629,TssD,forward,1,NC_008702_i3,FMNKNEJJ_00030,NC_008702_i3_30
NC_008702_i3,10,11645,12466,Non-model,forward,1,NC_008702_i3,FMNKNEJJ_00031,NC_008702_i3_31
NC_008702_i3,11,12459,12968,TssE,forward,1,NC_008702_i3,FMNKNEJJ_00032,NC_008702_i3_32
NC_008702_i3,12,13067,14938,TssF,forward,1,NC_008702_i3,FMNKNEJJ_00033,NC_008702_i3_33
NC_008702_i3,13,14914,15957,TssG,forward,1,NC_008702_i3,FMNKNEJJ_00034,NC_008702_i3_34
NC_008702_i3,14,16006,18726,TssH,forward,1,NC_008702_i3,FMNKNEJJ_00035,NC_008702_i3_35
NC_008752_i3,1,1,483,TssD,reverse,-1,NC_008752_i3,BECCKIFI_00001,NC_008752_i3_1
NC_008752_i3,2,1052,3037,Non-model,forward,1,NC_008752_i3,BECCKIFI_00002,NC_008752_i3_2
NC_008752_i3,3,3144,3644,Non-model,forward,1,NC_008752_i3,BECCKIFI_00003,NC_008752_i3_3
NC_008752_i3,4,3666,5999,Non-model,forward,1,NC_008752_i3,BECCKIFI_00004,NC_008752_i3_4
NC_008752_i3,5,5996,6784,Non-model,forward,1,NC_008752_i3,BECCKIFI_00005,NC_008752_i3_5
NC_008752_i3,6,6828,7391,TssJ,forward,1,NC_008752_i3,BECCKIFI_00006,NC_008752_i3_6
NC_008752_i3,7,7433,8767,TssK,forward,1,NC_008752_i3,BECCKIFI_00007,NC_008752_i3_7
NC_008752_i3,8,8782,10134,TssL,forward,1,NC_008752_i3,BECCKIFI_00008,NC_008752_i3_8
NC_008752_i3,9,10138,13767,TssM,forward,1,NC_008752_i3,BECCKIFI_00009,NC_008752_i3_9
NC_008752_i3,10,13767,14462,Non-model,forward,1,NC_008752_i3,BECCKIFI_00010,NC_008752_i3_10
NC_008752_i3,11,14509,15549,TssA,forward,1,NC_008752_i3,BECCKIFI_00011,NC_008752_i3_11
NC_008752_i3,12,15712,16260,TssB,forward,1,NC_008752_i3,BECCKIFI_00012,NC_008752_i3_12
NC_008752_i3,13,16274,17773,TssC,forward,1,NC_008752_i3,BECCKIFI_00013,NC_008752_i3_13
NC_008752_i3,14,17895,18683,Non-model,forward,1,NC_008752_i3,BECCKIFI_00014,NC_008752_i3_14
NC_008752_i3,15,18700,19221,TssE,forward,1,NC_008752_i3,BECCKIFI_00015,NC_008752_i3_15
NC_008752_i3,16,19294,21168,TssF,forward,1,NC_008752_i3,BECCKIFI_00016,NC_008752_i3_16
NC_008752_i3,17,21165,22331,TssG,forward,1,NC_008752_i3,BECCKIFI_00017,NC_008752_i3_17
NC_008752_i3,18,22404,25181,TssH,forward,1,NC_008752_i3,BECCKIFI_00018,NC_008752_i3_18
NC_009085_i4b,1,1,1413,TssI,forward,1,NC_009085_i4b,NFEKBCBK_00007,NC_009085_i4b_7
NC_009085_i4b,2,1416,2405,TssI,forward,1,NC_009085_i4b,NFEKBCBK_00008,NC_009085_i4b_8
NC_009085_i4b,3,2413,5418,Non-model,forward,1,NC_009085_i4b,NFEKBCBK_00009,NC_009085_i4b_9
NC_009085_i4b,4,5537,6415,Non-model,reverse,-1,NC_009085_i4b,NFEKBCBK_00010,NC_009085_i4b_10
NC_009085_i4b,5,7187,7879,Non-model,forward,1,NC_009085_i4b,NFEKBCBK_00011,NC_009085_i4b_11
NC_009085_i4b,6,8115,8399,TssB,forward,1,NC_009085_i4b,NFEKBCBK_00012,NC_009085_i4b_12
NC_009085_i4b,7,8392,9873,TssC,forward,1,NC_009085_i4b,NFEKBCBK_00013,NC_009085_i4b_13
NC_009085_i4b,8,9923,10426,TssD,forward,1,NC_009085_i4b,NFEKBCBK_00014,NC_009085_i4b_14
NC_009085_i4b,9,10506,10982,TssE,forward,1,NC_009085_i4b,NFEKBCBK_00015,NC_009085_i4b_15
NC_009085_i4b,10,10999,11790,TssF,forward,1,NC_009085_i4b,NFEKBCBK_00016,NC_009085_i4b_16
NC_009085_i4b,11,12053,12808,TssF,forward,1,NC_009085_i4b,NFEKBCBK_00017,NC_009085_i4b_17
NC_009085_i4b,12,12772,13770,TssG,forward,1,NC_009085_i4b,NFEKBCBK_00018,NC_009085_i4b_18
NC_009085_i4b,13,13767,15179,Non-model,forward,1,NC_009085_i4b,NFEKBCBK_00019,NC_009085_i4b_19
NC_009085_i4b,14,15210,18416,TssM,forward,1,NC_009085_i4b,NFEKBCBK_00020,NC_009085_i4b_20
NC_009085_i4b,15,18431,19033,TssM,forward,1,NC_009085_i4b,NFEKBCBK_00021,NC_009085_i4b_21
NC_009085_i4b,16,19035,20030,Non-model,forward,1,NC_009085_i4b,NFEKBCBK_00022,NC_009085_i4b_22
NC_009085_i4b,17,20033,20800,TssL,forward,1,NC_009085_i4b,NFEKBCBK_00023,NC_009085_i4b_23
NC_009085_i4b,18,20817,21080,Non-model,forward,1,NC_009085_i4b,NFEKBCBK_00024,NC_009085_i4b_24
NC_009085_i4b,19,21303,23981,TssH,forward,1,NC_009085_i4b,NFEKBCBK_00025,NC_009085_i4b_25
NC_009085_i4b,20,24005,25102,TssA,forward,1,NC_009085_i4b,NFEKBCBK_00026,NC_009085_i4b_26
NC_009085_i4b,21,25119,26483,TssK,forward,1,NC_009085_i4b,NFEKBCBK_00027,NC_009085_i4b_27
NC_009085_i4b,22,26501,27307,TssL,forward,1,NC_009085_i4b,NFEKBCBK_00028,NC_009085_i4b_28
NC_009708_i3,1,1,3495,TssM,reverse,-1,NC_009708_i3,NKBLHIIJ_00001,NC_009708_i3_1
NC_009708_i3,2,3504,5114,TssL,reverse,-1,NC_009708_i3,NKBLHIIJ_00002,NC_009708_i3_2
NC_009708_i3,3,5111,6466,TssK,reverse,-1,NC_009708_i3,NKBLHIIJ_00003,NC_009708_i3_3
NC_009708_i3,4,6586,7077,TssJ,reverse,-1,NC_009708_i3,NKBLHIIJ_00004,NC_009708_i3_4
NC_009708_i3,5,7070,7435,Non-model,reverse,-1,NC_009708_i3,NKBLHIIJ_00005,NC_009708_i3_5
NC_009708_i3,6,7441,8058,Non-model,reverse,-1,NC_009708_i3,NKBLHIIJ_00006,NC_009708_i3_6
NC_009708_i3,7,8051,9154,Non-model,reverse,-1,NC_009708_i3,NKBLHIIJ_00007,NC_009708_i3_7
NC_009708_i3,8,9180,11399,Non-model,reverse,-1,NC_009708_i3,NKBLHIIJ_00008,NC_009708_i3_8
NC_009708_i3,9,11412,13760,TssI,reverse,-1,NC_009708_i3,NKBLHIIJ_00009,NC_009708_i3_9
NC_009708_i3,10,13864,16452,TssH,reverse,-1,NC_009708_i3,NKBLHIIJ_00010,NC_009708_i3_10
NC_009708_i3,11,16470,17453,TssG,reverse,-1,NC_009708_i3,NKBLHIIJ_00011,NC_009708_i3_11
NC_009708_i3,12,17446,19290,TssF,reverse,-1,NC_009708_i3,NKBLHIIJ_00012,NC_009708_i3_12
NC_009708_i3,13,19323,19766,TssE,reverse,-1,NC_009708_i3,NKBLHIIJ_00013,NC_009708_i3_13
NC_009708_i3,14,19840,20358,TssD,reverse,-1,NC_009708_i3,NKBLHIIJ_00014,NC_009708_i3_14
NC_009708_i3,15,20521,22032,TssC,reverse,-1,NC_009708_i3,NKBLHIIJ_00015,NC_009708_i3_15
NC_009708_i3,16,22032,22592,TssB,reverse,-1,NC_009708_i3,NKBLHIIJ_00016,NC_009708_i3_16
NC_009708_i3,17,22603,23589,TssA,reverse,-1,NC_009708_i3,NKBLHIIJ_00017,NC_009708_i3_17
NC_009832_i2,1,1,498,TssB,forward,1,NC_009832_i2,IEFJPMHF_00001,NC_009832_i2_1
NC_009832_i2,2,539,2080,TssC,forward,1,NC_009832_i2,IEFJPMHF_00002,NC_009832_i2_2
NC_009832_i2,3,2097,3437,TssK,forward,1,NC_009832_i2,IEFJPMHF_00003,NC_009832_i2_3
NC_009832_i2,4,3434,4123,TssL,forward,1,NC_009832_i2,IEFJPMHF_00004,NC_009832_i2_4
NC_009832_i2,5,4120,5829,TssL,forward,1,NC_009832_i2,IEFJPMHF_00005,NC_009832_i2_5
NC_009832_i2,6,5833,6324,TssD,forward,1,NC_009832_i2,IEFJPMHF_00006,NC_009832_i2_6
NC_009832_i2,7,6497,9151,TssH,forward,1,NC_009832_i2,IEFJPMHF_00007,NC_009832_i2_7
NC_009832_i2,8,9212,9499,Non-model,forward,1,NC_009832_i2,IEFJPMHF_00008,NC_009832_i2_8
NC_009832_i2,9,9671,12049,TssI,forward,1,NC_009832_i2,IEFJPMHF_00009,NC_009832_i2_9
NC_009832_i2,10,12056,12835,Non-model,forward,1,NC_009832_i2,IEFJPMHF_00010,NC_009832_i2_10
NC_009832_i2,11,12947,13480,Non-model,forward,1,NC_009832_i2,IEFJPMHF_00011,NC_009832_i2_11
NC_009832_i2,12,13589,14122,Non-model,forward,1,NC_009832_i2,IEFJPMHF_00012,NC_009832_i2_12
NC_009832_i2,13,14231,14743,Non-model,forward,1,NC_009832_i2,IEFJPMHF_00013,NC_009832_i2_13
NC_009832_i2,14,14731,17178,Non-model,forward,1,NC_009832_i2,IEFJPMHF_00014,NC_009832_i2_14
NC_009832_i2,15,17197,17454,Non-model,forward,1,NC_009832_i2,IEFJPMHF_00015,NC_009832_i2_15
NC_009832_i2,16,17451,18590,Non-model,forward,1,NC_009832_i2,IEFJPMHF_00016,NC_009832_i2_16
NC_009832_i2,17,18574,22020,TssM,forward,1,NC_009832_i2,IEFJPMHF_00017,NC_009832_i2_17
NC_009832_i2,18,22020,23612,TssA,forward,1,NC_009832_i2,IEFJPMHF_00018,NC_009832_i2_18
NC_009832_i2,19,23640,25394,TssF,forward,1,NC_009832_i2,IEFJPMHF_00019,NC_009832_i2_19
NC_009832_i2,20,25358,26443,TssG,forward,1,NC_009832_i2,IEFJPMHF_00020,NC_009832_i2_20
NC_009832_i2,21,26421,26966,TssJ,forward,1,NC_009832_i2,IEFJPMHF_00021,NC_009832_i2_21
NC_009832_i2,22,26966,27415,TssE,forward,1,NC_009832_i2,IEFJPMHF_00022,NC_009832_i2_22
NC_009832_i2,23,27468,27626,Non-model,forward,1,NC_009832_i2,IEFJPMHF_00023,NC_009832_i2_23
NC_009832_i2,24,27666,29057,TssA,forward,1,NC_009832_i2,IEFJPMHF_00024,NC_009832_i2_24
NC_009832_i3,1,1,531,TssJ,forward,1,NC_009832_i3,JOFDEDHL_00001,NC_009832_i3_1
NC_009832_i3,2,572,1918,TssK,forward,1,NC_009832_i3,JOFDEDHL_00002,NC_009832_i3_2
NC_009832_i3,3,1922,3142,TssL,forward,1,NC_009832_i3,JOFDEDHL_00003,NC_009832_i3_3
NC_009832_i3,4,3142,6780,TssM,forward,1,NC_009832_i3,JOFDEDHL_00004,NC_009832_i3_4
NC_009832_i3,5,6798,7517,Non-model,forward,1,NC_009832_i3,JOFDEDHL_00005,NC_009832_i3_5
NC_009832_i3,6,7541,8566,TssA,forward,1,NC_009832_i3,JOFDEDHL_00006,NC_009832_i3_6
NC_009832_i3,7,8671,9207,TssB,forward,1,NC_009832_i3,JOFDEDHL_00007,NC_009832_i3_7
NC_009832_i3,8,9211,10716,TssC,forward,1,NC_009832_i3,JOFDEDHL_00008,NC_009832_i3_8
NC_009832_i3,9,10997,11479,TssD,forward,1,NC_009832_i3,JOFDEDHL_00009,NC_009832_i3_9
NC_009832_i3,10,11703,13421,Non-model,forward,1,NC_009832_i3,JOFDEDHL_00010,NC_009832_i3_10
NC_009832_i3,11,13421,14194,Non-model,forward,1,NC_009832_i3,JOFDEDHL_00011,NC_009832_i3_11
NC_009832_i3,12,14225,15211,Non-model,forward,1,NC_009832_i3,JOFDEDHL_00012,NC_009832_i3_12
NC_009832_i3,13,15229,16044,Non-model,forward,1,NC_009832_i3,JOFDEDHL_00013,NC_009832_i3_13
NC_009832_i3,14,16047,16622,TssE,forward,1,NC_009832_i3,JOFDEDHL_00014,NC_009832_i3_14
NC_009832_i3,15,16627,18513,TssF,forward,1,NC_009832_i3,JOFDEDHL_00015,NC_009832_i3_15
NC_009832_i3,16,18510,19583,TssG,forward,1,NC_009832_i3,JOFDEDHL_00016,NC_009832_i3_16
NC_009832_i3,17,19636,22299,TssH,forward,1,NC_009832_i3,JOFDEDHL_00017,NC_009832_i3_17
NC_009832_i3,18,22348,23790,Non-model,forward,1,NC_009832_i3,JOFDEDHL_00018,NC_009832_i3_18
NC_009832_i3,19,23876,25813,TssI,forward,1,NC_009832_i3,JOFDEDHL_00019,NC_009832_i3_19
NC_009832_i3,20,25827,26633,Non-model,forward,1,NC_009832_i3,JOFDEDHL_00020,NC_009832_i3_20
NC_009832_i3,21,26637,27971,Non-model,forward,1,NC_009832_i3,JOFDEDHL_00021,NC_009832_i3_21
NC_009832_i3,22,27968,29068,Non-model,forward,1,NC_009832_i3,JOFDEDHL_00022,NC_009832_i3_22
NC_009832_i3,23,29554,30036,TssD,forward,1,NC_009832_i3,JOFDEDHL_00023,NC_009832_i3_23
NC_010400_i4b,1,1,807,TssL,reverse,-1,NC_010400_i4b,OAFFFLBA_00001,NC_010400_i4b_1
NC_010400_i4b,2,825,2189,TssK,reverse,-1,NC_010400_i4b,OAFFFLBA_00002,NC_010400_i4b_2
NC_010400_i4b,3,2206,3300,TssA,reverse,-1,NC_010400_i4b,OAFFFLBA_00003,NC_010400_i4b_3
NC_010400_i4b,4,3324,6002,TssH,reverse,-1,NC_010400_i4b,OAFFFLBA_00004,NC_010400_i4b_4
NC_010400_i4b,5,6225,6488,Non-model,reverse,-1,NC_010400_i4b,OAFFFLBA_00005,NC_010400_i4b_5
NC_010400_i4b,6,6505,7272,TssL,reverse,-1,NC_010400_i4b,OAFFFLBA_00006,NC_010400_i4b_6
NC_010400_i4b,7,7275,8270,Non-model,reverse,-1,NC_010400_i4b,OAFFFLBA_00007,NC_010400_i4b_7
NC_010400_i4b,8,8272,12096,TssM,reverse,-1,NC_010400_i4b,OAFFFLBA_00008,NC_010400_i4b_8
NC_010400_i4b,9,12127,13539,Non-model,reverse,-1,NC_010400_i4b,OAFFFLBA_00009,NC_010400_i4b_9
NC_010400_i4b,10,13536,14534,TssG,reverse,-1,NC_010400_i4b,OAFFFLBA_00010,NC_010400_i4b_10
NC_010400_i4b,11,14498,16309,TssF,reverse,-1,NC_010400_i4b,OAFFFLBA_00011,NC_010400_i4b_11
NC_010400_i4b,12,16326,16802,TssE,reverse,-1,NC_010400_i4b,OAFFFLBA_00012,NC_010400_i4b_12
NC_010400_i4b,13,16882,17385,TssD,reverse,-1,NC_010400_i4b,OAFFFLBA_00013,NC_010400_i4b_13
NC_010400_i4b,14,17435,18916,TssC,reverse,-1,NC_010400_i4b,OAFFFLBA_00014,NC_010400_i4b_14
NC_010400_i4b,15,18909,19412,TssB,reverse,-1,NC_010400_i4b,OAFFFLBA_00015,NC_010400_i4b_15
NC_010465_i3,1,1,3495,TssM,reverse,-1,NC_010465_i3,GGHPDBJK_00001,NC_010465_i3_1
NC_010465_i3,2,3504,5114,TssL,reverse,-1,NC_010465_i3,GGHPDBJK_00002,NC_010465_i3_2
NC_010465_i3,3,5111,6466,TssK,reverse,-1,NC_010465_i3,GGHPDBJK_00003,NC_010465_i3_3
NC_010465_i3,4,6586,7077,TssJ,reverse,-1,NC_010465_i3,GGHPDBJK_00004,NC_010465_i3_4
NC_010465_i3,5,7070,7435,Non-model,reverse,-1,NC_010465_i3,GGHPDBJK_00005,NC_010465_i3_5
NC_010465_i3,6,7441,8058,Non-model,reverse,-1,NC_010465_i3,GGHPDBJK_00006,NC_010465_i3_6
NC_010465_i3,7,8051,9154,Non-model,reverse,-1,NC_010465_i3,GGHPDBJK_00007,NC_010465_i3_7
NC_010465_i3,8,9180,11399,Non-model,reverse,-1,NC_010465_i3,GGHPDBJK_00008,NC_010465_i3_8
NC_010465_i3,9,11412,13760,TssI,reverse,-1,NC_010465_i3,GGHPDBJK_00009,NC_010465_i3_9
NC_010465_i3,10,13864,16452,TssH,reverse,-1,NC_010465_i3,GGHPDBJK_00010,NC_010465_i3_10
NC_010465_i3,11,16470,17453,TssG,reverse,-1,NC_010465_i3,GGHPDBJK_00011,NC_010465_i3_11
NC_010465_i3,12,17446,19290,TssF,reverse,-1,NC_010465_i3,GGHPDBJK_00012,NC_010465_i3_12
NC_010465_i3,13,19323,19766,TssE,reverse,-1,NC_010465_i3,GGHPDBJK_00013,NC_010465_i3_13
NC_010465_i3,14,19840,20358,TssD,reverse,-1,NC_010465_i3,GGHPDBJK_00014,NC_010465_i3_14
NC_010465_i3,15,20521,22032,TssC,reverse,-1,NC_010465_i3,GGHPDBJK_00015,NC_010465_i3_15
NC_010465_i3,16,22032,22592,TssB,reverse,-1,NC_010465_i3,GGHPDBJK_00016,NC_010465_i3_16
NC_010465_i3,17,22603,23589,TssA,reverse,-1,NC_010465_i3,GGHPDBJK_00017,NC_010465_i3_17
NC_010554_i1,1,1,474,TssD,reverse,-1,NC_010554_i1,GOKEEBKD_00001,NC_010554_i1_1
NC_010554_i1,2,565,2301,TssF,reverse,-1,NC_010554_i1,GOKEEBKD_00002,NC_010554_i1_2
NC_010554_i1,3,2294,3649,TssA,reverse,-1,NC_010554_i1,GOKEEBKD_00003,NC_010554_i1_3
NC_010554_i1,4,3687,7235,TssM,reverse,-1,NC_010554_i1,GOKEEBKD_00004,NC_010554_i1_4
NC_010554_i1,5,7238,8719,TssA,reverse,-1,NC_010554_i1,GOKEEBKD_00005,NC_010554_i1_5
NC_010554_i1,6,8707,9270,Non-model,reverse,-1,NC_010554_i1,GOKEEBKD_00006,NC_010554_i1_6
NC_010554_i1,7,9359,10147,Non-model,reverse,-1,NC_010554_i1,GOKEEBKD_00007,NC_010554_i1_7
NC_010554_i1,8,10151,12862,TssH,reverse,-1,NC_010554_i1,GOKEEBKD_00008,NC_010554_i1_8
NC_010554_i1,9,12871,13626,TssL,reverse,-1,NC_010554_i1,GOKEEBKD_00009,NC_010554_i1_9
NC_010554_i1,10,13619,14977,TssK,reverse,-1,NC_010554_i1,GOKEEBKD_00010,NC_010554_i1_10
NC_010554_i1,11,14979,15530,TssJ,reverse,-1,NC_010554_i1,GOKEEBKD_00011,NC_010554_i1_11
